"","medal_name","medal_subname","instituted","url"
"3218","The Russian Federation: Medal of the Amur Cossacks","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0410><U+043C><U+0443><U+0440><U+0441><U+043A><U+0438><U+0445> <U+043A><U+0430><U+0437><U+0430><U+043A><U+043E><U+0432>","Unknown","https://medals.org.uk/russia/rf/rf110.htm"
"3219","The Russian Federation: Cross for Service in the Caucasus","<U+041A><U+0440><U+0435><U+0441><U+0442> ""<U+0417><U+0430> <U+0441><U+043B><U+0443><U+0436><U+0431><U+0443> <U+043D><U+0430> <U+041A><U+0430><U+0432><U+043A><U+0430><U+0437><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf111.htm"
"3220","The Russian Federation: Medal of Russian Union of Afghan Veterans","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+043E><U+0433><U+043E> <U+0421><U+043E><U+044E><U+0437><U+0430> <U+0412><U+0435><U+0442><U+0435><U+0440><U+0430><U+043D><U+043E><U+0432> <U+0410><U+0444><U+0433><U+0430><U+043D><U+0438><U+0441><U+0442><U+0430><U+043D><U+0430>","Unknown","https://medals.org.uk/russia/rf/rf112.htm"
"3221","The Russian Federation: Medal for the 10th Anniversary of the Withdrawal of Soviet Troops from Afghanistan","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""10 <U+043B><U+0435><U+0442> <U+0432><U+044B><U+0432><U+043E><U+0434><U+0443> <U+0441><U+043E><U+0432><U+0435><U+0442><U+0441><U+043A><U+0438><U+0445> <U+0432><U+043E><U+0439><U+0441><U+043A> <U+0438><U+0437> <U+0410><U+0444><U+0433><U+0430><U+043D><U+0438><U+0441><U+0442><U+0430><U+043D><U+0430>""","Unknown","https://medals.org.uk/russia/rf/rf113.htm"
"3222","The Russian Federation: Medal for Veterans of the Cold War at Sea","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0412><U+0435><U+0442><U+0435><U+0440><U+0430><U+043D><U+0443> <U+0445><U+043E><U+043B><U+043E><U+0434><U+043D><U+043E><U+0439> <U+0432><U+043E><U+0439><U+043D><U+044B> <U+043D><U+0430> <U+043C><U+043E><U+0440><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf114.htm"
"3223","The Russian Federation: Medal for the 60th Anniversary of the Battle for Stalingrad","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""60 <U+043B><U+0435><U+0442> <U+0421><U+0442><U+0430><U+043B><U+0438><U+043D><U+0433><U+0440><U+0430><U+0434><U+0441><U+043A><U+043E><U+0439> <U+0431><U+0438><U+0442><U+0432><U+044B>""","By the National Charity Fund ""Eternal glory to the heroes.","https://medals.org.uk/russia/rf/rf115.htm"
"3224","The Russian Federation: Medal for the 60th Anniversary of the Battle of Kursk","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""60 <U+043B><U+0435><U+0442> <U+041A><U+0443><U+0440><U+0441><U+043A><U+043E><U+0439> <U+0431><U+0438><U+0442><U+0432><U+044B>""","By the National Charity Fund ""Eternal glory to the heroes.","https://medals.org.uk/russia/rf/rf116.htm"
"3225","The Russian Federation: Medal for the 60th Anniversary of the 16th Guards Karachevskaya Infantry Division","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""60 <U+043B><U+0435><U+0442> 16-<U+0439> <U+0413><U+0432><U+0430><U+0440><U+0434><U+0435><U+0439><U+0441><U+043A><U+043E><U+0439> <U+041A><U+0430><U+0440><U+0430><U+0447><U+0435><U+0432><U+0441><U+043A><U+043E><U+0439> <U+0441><U+0442><U+0440><U+0435><U+043B><U+043A><U+043E><U+0432><U+043E><U+0439> <U+0434><U+0438><U+0432><U+0438><U+0437><U+0438><U+0438>""","2002 by the Board of Veterans X Division","https://medals.org.uk/russia/rf/rf117.htm"
"3226","The Russian Federation: Medal 'Pro Fide'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0432><U+0435><U+0440><U+0443>""","Unknown","https://medals.org.uk/russia/rf/rf118.htm"
"3227","The Russian Federation: Medal 'Grace Heaven'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0411><U+043B><U+0430><U+0433><U+043E><U+0434><U+0430><U+0442><U+043D><U+043E><U+0435> <U+041D><U+0435><U+0431><U+043E>""","By the Russian Orthodox Church","https://medals.org.uk/russia/rf/rf119.htm"
"3228","The Russian Federation: Medal for Sacrificial Service","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0436><U+0435><U+0440><U+0442><U+0432><U+0435><U+043D><U+043D><U+043E><U+0435> <U+0441><U+043B><U+0443><U+0436><U+0435><U+043D><U+0438><U+0435>""","By the Russian Orthodox Church","https://medals.org.uk/russia/rf/rf120.htm"
"3229","The Russian Federation: Order of Spiritual Awakening","<U+041E><U+0440><U+0434><U+0435><U+043D> <U+0414><U+0443><U+0445><U+043E><U+0432><U+043D><U+043E><U+0433><U+043E> <U+043F><U+0440><U+043E><U+0431><U+0443><U+0436><U+0434><U+0435><U+043D><U+0438><U+044F>","2000 by a philanthropic organisation","https://medals.org.uk/russia/rf/rf121.htm"
"3230","The Russian Federation: Medal 'Sovereign Emperor the All-Russian Autocrat Nikolay II'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+044C> <U+0418><U+043C><U+043F><U+0435><U+0440><U+0430><U+0442><U+043E><U+0440> <U+0412><U+0441><U+0435><U+0440><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+0438><U+0439> <U+0421><U+0430><U+043C><U+043E><U+0434><U+0435><U+0440><U+0436><U+0435><U+0446> <U+041D><U+0438><U+043A><U+043E><U+043B><U+0430><U+0439> <U+0412><U+0442><U+043E><U+0440><U+043E><U+0439>""","1996 to mark the 100th anniversary of the coronation of Nicholas II","https://medals.org.uk/russia/rf/rf122.htm"
"3231","The Russian Federation: Medal 'Mother of Defender of the Country'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+041C><U+0430><U+0442><U+044C> <U+0417><U+0430><U+0449><U+0438><U+0442><U+043D><U+0438><U+043A><U+0430> <U+041E><U+0442><U+0435><U+0447><U+0435><U+0441><U+0442><U+0432><U+0430>""","5 March 2001 by the Commander of Military District Troops Privolzhsky","https://medals.org.uk/russia/rf/rf123.htm"
"3232","The Russian Federation: Medal for Participants in the Lifting of the Kursk","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0423><U+0447><U+0430><U+0441><U+0442><U+043D><U+0438><U+043A><U+0443> <U+043F><U+043E><U+0434><U+044A><U+0435><U+043C><U+0430> ""<U+041A><U+0443><U+0440><U+0441><U+043A><U+0430>""","Unknown","https://medals.org.uk/russia/rf/rf124.htm"
"3233","The Russian Federation: Medal in Memory of the Lifting of the Kursk","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0412> <U+043F><U+0430><U+043C><U+044F><U+0442><U+044C> <U+043F><U+043E><U+0434><U+044A><U+0435><U+043C><U+0430> ""<U+041A><U+0443><U+0440><U+0441><U+043A><U+0430>""","Unknown","https://medals.org.uk/russia/rf/rf125.htm"
"3234","The Russian Federation: Medal in Memory of Chernobyl","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0412> <U+043F><U+0430><U+043C><U+044F><U+0442><U+044C> <U+043E> <U+043A><U+0430><U+0442><U+0430><U+0441><U+0442><U+0440><U+043E><U+0444><U+0435> <U+043D><U+0430> <U+0427><U+0435><U+0440><U+043D><U+043E><U+0431><U+044B><U+043B><U+044C><U+0441><U+043A><U+043E><U+0439> <U+0410><U+042D><U+0421>""","Unknown","https://medals.org.uk/russia/rf/rf126.htm"
"3235","The Russian Federation: Medal 'Adherent of Education'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0420><U+0435><U+0432><U+043D><U+0438><U+0442><U+0435><U+043B><U+044E> <U+043F><U+0440><U+043E><U+0441><U+0432><U+0435><U+0449><U+0435><U+043D><U+0438><U+044F>""","1999 to mark the 100th anniversary of the Academy Award","https://medals.org.uk/russia/rf/rf127.htm"
"3236","The Russian Federation: Rybakov Prize Medal","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+041F><U+0440><U+0435><U+043C><U+0438><U+0438> <U+0438><U+043C>. <U+0411>.<U+0410>.<U+0420><U+044B><U+0431><U+0430><U+043A><U+043E><U+0432><U+0430>","2002","https://medals.org.uk/russia/rf/rf128.htm"
"3237","The Russian Federation: Medal of FNCA 'Russian Germans'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> <U+0424><U+041D><U+041A><U+0410> ""<U+0420><U+043E><U+0441><U+0441><U+0438><U+0439><U+0441><U+043A><U+0438><U+0435> <U+043D><U+0435><U+043C><U+0446><U+044B>""","Unknown","https://medals.org.uk/russia/rf/rf129.htm"
"3238","The Russian Federation: Medal for the 750th Anniversary of Alexander Nevsky's Victories","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""750 <U+043B><U+0435><U+0442> <U+043F><U+043E><U+0431><U+0435><U+0434><U+0430><U+043C> <U+0410><U+043B><U+0435><U+043A><U+0441><U+0430><U+043D><U+0434><U+0440><U+0430> <U+041D><U+0435><U+0432><U+0441><U+043A><U+043E><U+0433><U+043E>""","Unknown","https://medals.org.uk/russia/rf/rf130.htm"
"3239","The Russian Federation: Medal for the 300th Anniversary of the Semenovsky Regiment","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""300 <U+043B><U+0435><U+0442> <U+0421><U+0435><U+043C><U+0435><U+043D><U+043E><U+0432><U+0441><U+043A><U+043E><U+043C><U+0443> <U+043F><U+043E><U+043B><U+043A><U+0443>""","Unknown","https://medals.org.uk/russia/rf/rf131.htm"
"3240","The Russian Federation: Medal for the 120th Anniversary of Russian Divers","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""120 <U+0432><U+043E><U+0434><U+043E><U+043B><U+0430><U+0437><U+0430><U+043C> <U+0420><U+043E><U+0441><U+0441><U+0438><U+0438>""","Unknown","https://medals.org.uk/russia/rf/rf132.htm"
"3241","The Russian Federation: Medal for the 175th Anniversary of the Naval Academy","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""175 <U+043B><U+0435><U+0442> <U+0412><U+043E><U+0435><U+043D><U+043D><U+043E>-<U+043C><U+043E><U+0440><U+0441><U+043A><U+043E><U+0439> <U+0410><U+043A><U+0430><U+0434><U+0435><U+043C><U+0438><U+0438>""","Unknown","https://medals.org.uk/russia/rf/rf133.htm"
"3242","The Russian Federation: Medal for the 300th Anniversary of the St Petersburg Naval Institute","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""300 <U+043B><U+0435><U+0442> <U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433><U+0441><U+043A><U+043E><U+043C><U+0443> <U+0412><U+043E><U+0435><U+043D><U+043D><U+043E>-<U+043C><U+043E><U+0440><U+0441><U+043A><U+043E><U+043C><U+0443> <U+0438><U+043D><U+0441><U+0442><U+0438><U+0442><U+0443><U+0442><U+0443>""","Unknown","https://medals.org.uk/russia/rf/rf134.htm"
"3243","The Russian Federation: Medal for the 300th Anniversary of the St Petersburg Grand Synagogue","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""300 <U+043B><U+0435><U+0442> <U+0421><U+0430><U+043D><U+043A><U+0442>-<U+041F><U+0435><U+0442><U+0435><U+0440><U+0431><U+0443><U+0440><U+0433><U+0443>. <U+0411><U+043E><U+043B><U+044C><U+0448><U+0430><U+044F> <U+0441><U+0438><U+043D><U+0430><U+0433><U+043E><U+0433><U+0430>""","Unknown","https://medals.org.uk/russia/rf/rf135.htm"
"3244","The Russian Federation: Medal for the 175th Anniversary of the Proletarsky Plant","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""175 <U+043B><U+0435><U+0442> <U+041F><U+0440><U+043E><U+043B><U+0435><U+0442><U+0430><U+0440><U+0441><U+043A><U+043E><U+043C><U+0443> <U+0437><U+0430><U+0432><U+043E><U+0434><U+0443>""","Unknown","https://medals.org.uk/russia/rf/rf136.htm"
"3245","The Russian Federation: Medal for the 50th Anniversary of the Navy School","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""50 <U+043B><U+0435><U+0442> <U+0412><U+043E><U+0435><U+043D><U+043D><U+043E>-<U+043C><U+043E><U+0440><U+0441><U+043A><U+043E><U+0439> <U+0448><U+043A><U+043E><U+043B><U+0435>""","Unknown","https://medals.org.uk/russia/rf/rf137.htm"
"3246","The Russian Federation: Medal for Merit of the Military Magazine 'Sergeant'","<U+041C><U+0435><U+0434><U+0430><U+043B><U+044C> ""<U+0417><U+0430> <U+0437><U+0430><U+0441><U+043B><U+0443><U+0433><U+0438>"" <U+0432><U+043E><U+0435><U+043D><U+043D><U+043E><U+0433><U+043E> <U+0436><U+0443><U+0440><U+043D><U+0430><U+043B><U+0430> ""<U+0421><U+0435><U+0440><U+0436><U+0430><U+043D><U+0442>""","Unknown","https://medals.org.uk/russia/rf/rf138.htm"
"3247","The Russian Federation (Unofficial)A Veteran Organisation: Veteran of the Corps of Engineers of the Armed Forces","","Unknown","https://medals.org.uk/russia/rf/rf158.htm"
"3248","The Russian Federation (Unofficial)Medal 100 Years of the Russian Submarine Fleet","","Unknown","https://medals.org.uk/russia/rf/rf159.htm"
"3249","The Russian Federation (Unofficial)Defense Ministry cross","","Unknown","https://medals.org.uk/russia/rf/rf160.htm"
"3250","The Russian Federation (Unofficial)Cross of the Ministry of Defense","","Unknown","https://medals.org.uk/russia/rf/rf161.htm"
"3251","The Russian Federation (Unofficial)Membership Medal for the VOOV Combat Brotherhood","","Unknown","https://medals.org.uk/russia/rf/rf162.htm"
"3252","The Russian Federation (Unofficial)Organization of Warrior Internationalists: Veteran of Afghanistan","","Unknown","https://medals.org.uk/russia/rf/rf163.htm"
"3253","The Russian Federation (Unofficial)Veteran of Naval Special Forces","","Unknown","https://medals.org.uk/russia/rf/rf164.htm"
"3254","The Russian Federation (Unofficial)Medal for 25 years of the Baikonur Missile Complex","","Unknown","https://medals.org.uk/russia/rf/rf165.htm"
"3255","The Russian Federation (Unofficial)Medal for 50 Years of the Russian Air Defense Forces","","Unknown","https://medals.org.uk/russia/rf/rf166.htm"
"3256","The Russian Federation (Unofficial)Medal of Peter Nesterov","","Unknown","https://medals.org.uk/russia/rf/rf167.htm"
"3257","The Russian Federation (Unofficial)Medal for the Development, Introduction and Maintenance of Weapon Systems","","Unknown","https://medals.org.uk/russia/rf/rf168.htm"
"3258","The Russian Federation (Unofficial)Medal for 100 Years of the Birth of Admiral Kuznetzov","","Unknown","https://medals.org.uk/russia/rf/rf169.htm"
"3259","The Russian Federation (Unofficial)Medal for Service in Surface Forces of the Navy","","Unknown","https://medals.org.uk/russia/rf/rf170.htm"
"3260","The Russian Federation (Unofficial)Medal for 90 Years of the Federal Border Service","","Unknown","https://medals.org.uk/russia/rf/rf171.htm"
"3261","The Russian Federation (Unofficial)Medal of Naval Aviation For Valor in the Air","","Unknown","https://medals.org.uk/russia/rf/rf172.htm"
"3262","The Russian Federation (Unofficial)Medal for Service in Spetsnaz","","Unknown","https://medals.org.uk/russia/rf/rf173.htm"
"3263","The Russian Federation (Unofficial)Medal for 10 Years of the Spetsnaz Veteran's Association","","Unknown","https://medals.org.uk/russia/rf/rf174.htm"
"3264","The Russian Federation (Unofficial)Medal of Fleet Admiral Kuznetzov","","Unknown","https://medals.org.uk/russia/rf/rf176.htm"
"3265","The Russian Federation (Unofficial)Medal for the Fight Against Piracy","","Unknown","https://medals.org.uk/russia/rf/rf177.htm"
"3266","The Russian Federation (Unofficial)Nicholas I Medal","","Unknown","https://medals.org.uk/russia/rf/rf178.htm"
"3267","The Russian Federation (Unofficial)Medal Veteran of the Merchant Fleet","","Unknown","https://medals.org.uk/russia/rf/rf179.htm"
"3268","The Russian Federation (Unofficial)Submarine Commemorative Crosses","","Unknown","https://medals.org.uk/russia/rf/rf180.htm"
"3269","The Russian Federation (Unofficial)Commemorative Medal 70 Years of Russian Highway Patrol","","Unknown","https://medals.org.uk/russia/rf/rf181.htm"
"3270","The Russian Federation (Unofficial)Association of Airborne Veterans: Breast badge for 75 Years of Russian Airborne Troops","","Unknown","https://medals.org.uk/russia/rf/rf182.htm"
"3271","The Russian Federation (Unofficial)Medal for Veteran of Combat Operations","","Unknown","https://medals.org.uk/russia/rf/rf183.htm"
"3272","The Russian Federation (Unofficial)Medal For Service in Minesweepers","","Unknown","https://medals.org.uk/russia/rf/rf184.htm"
"3273","The Russian Federation (Unofficial)Medal for Participant in the Fighting in Tajikistan","","Unknown","https://medals.org.uk/russia/rf/rf185.htm"
"3274","The Russian Federation (Unofficial)Medal for Participant in Counter-Terrorist Operations in the Caucasus","","Unknown","https://medals.org.uk/russia/rf/rf186.htm"
"3275","The Russian Federation (Unofficial)Medal of Merit in Spetsnaz","","Unknown","https://medals.org.uk/russia/rf/rf187.htm"
"3276","The Russian Federation (Unofficial)Cross for Veteran of the Caucasus","","Unknown","https://medals.org.uk/russia/rf/rf188.htm"
"3277","The Russian Federation (Unofficial)Cross for Service to Russia","","Unknown","https://medals.org.uk/russia/rf/rf189.htm"
"3278","The Russian Federation (Unofficial)Cross of Merit to Russia","","Unknown","https://medals.org.uk/russia/rf/rf190.htm"
"3279","The Russian Federation (Unofficial)Medal for the Day of Rocket and Artillery Troops","","Unknown","https://medals.org.uk/russia/rf/rf191.htm"
"3280","The Russian Federation (Unofficial)Association of Airborne Veterans: Medal for 100 Years of Army General Margelov","","Unknown","https://medals.org.uk/russia/rf/rf192.htm"
"3281","The Russian Federation (Unofficial)Medal for 90 Years of the Signal Corps","","Unknown","https://medals.org.uk/russia/rf/rf193.htm"
"3282","The Russian Federation (Unofficial)Medal for 50 Years of Space Exploration","","Unknown","https://medals.org.uk/russia/rf/rf194.htm"
"3283","The Russian Federation (Unofficial)Medal for 30 Years of MVD Special Units","","Unknown","https://medals.org.uk/russia/rf/rf195.htm"
"3284","The Russian Federation (Unofficial)Medal for 20 Years of the Joint Service Withdrawal from Afghanistan","","Unknown","https://medals.org.uk/russia/rf/rf196.htm"
"3285","The Russian Federation (Unofficial)Medal for 65 Years of Lifting the Blockade of Leningrad","","Unknown","https://medals.org.uk/russia/rf/rf197.htm"
"3286","The Russian Federation (Unofficial)Medal for Defender of the Fatherland","","Unknown","https://medals.org.uk/russia/rf/rf199.htm"
"3287","The Russian Federation (Unofficial)MVD Veterans Organization: Medal for 90 Years of the Transport Police","","Unknown","https://medals.org.uk/russia/rf/rf200.htm"
"3288","The Russian Federation (Unofficial)Commemorative Medal for 70 Years of the Russian Highway Patrol","","Unknown","https://medals.org.uk/russia/rf/rf201.htm"
"3289","The Russian Federation (Unofficial)Medal for Veteran of the Armed Forces of the USSR","","Unknown","https://medals.org.uk/russia/rf/rf203.htm"
"3290","The Russian Federation (Unofficial)Medal for Veteran of Hostilities in the North Caucasus","","Unknown","https://medals.org.uk/russia/rf/rf204.htm"
"3291","The Russian Federation (Unofficial)Medal for Veteran of Air Defense Forces","","Unknown","https://medals.org.uk/russia/rf/rf205.htm"
"3292","The Russian Federation (Unofficial)Medal of Merit of the MVD Veterans Association","","Unknown","https://medals.org.uk/russia/rf/rf206.htm"
"3293","The Russian Federation (Unofficial)Medal for Sniper Merit of Special Forces","","Unknown","https://medals.org.uk/russia/rf/rf207.htm"
"3294","The Russian Federation (Unofficial)Medal for Merit in Naval Infantry (Marines)","","Unknown","https://medals.org.uk/russia/rf/rf208.htm"
"3295","The Russian Federation (Unofficial)Medal for the Fight Against Somali Pirates","","Unknown","https://medals.org.uk/russia/rf/rf209.htm"
"3296","The Russian Federation (Unofficial)Medal for 85 Years of Police Patrol","","Unknown","https://medals.org.uk/russia/rf/rf211.htm"
"3297","The Russian Federation (Unofficial)Medal for 100 Years of Service Dogs in Russia","","Unknown","https://medals.org.uk/russia/rf/rf212.htm"
"3298","The Russian Federation (Unofficial)Medal for 90 Years of Military Communications","","Unknown","https://medals.org.uk/russia/rf/rf213.htm"
"3299","The Russian Federation (Unofficial)Medal for 55 Years of Non Departmental Security of the MVD","","Unknown","https://medals.org.uk/russia/rf/rf214.htm"
"3300","The Russian Federation (Unofficial)Medal for 50 Years of Strategic Rocket Forces","","Unknown","https://medals.org.uk/russia/rf/rf215.htm"
"3301","The Russian Federation (Unofficial)Russian Council of Muftis: Order ""Al Fahr""","","Unknown","https://medals.org.uk/russia/rf/rf216.htm"
"3302","The Russian Federation (Unofficial)Reserve Medal of the Association of Veterans of Special Forces","","Unknown","https://medals.org.uk/russia/rf/rf220.htm"
"3303","The Russian Federation (Unofficial)Medal for Veteran of the Armed Forces of Russia","","Unknown","https://medals.org.uk/russia/rf/rf221.htm"
"3304","The Russian Federation (Unofficial)Medal for Veteran of the Airborne","","Unknown","https://medals.org.uk/russia/rf/rf222.htm"
"3305","The Russian Federation (Unofficial)Medal for Service in the Airborne","","Unknown","https://medals.org.uk/russia/rf/rf223.htm"
"3306","The Russian Federation (Unofficial)Medals for Veterans of the Cold War at Sea","","Unknown","https://medals.org.uk/russia/rf/rf224.htm"
"3307","The Russian Federation (Unofficial)Committee on Public Awards: Medal for Participation in Local Conflicts","","Unknown","https://medals.org.uk/russia/rf/rf157.htm"
"3308","The Russian Federation (Unofficial)Committee on Public Awards: Medal for Distinction in Service Border Guards","","Unknown","https://medals.org.uk/russia/rf/rf175.htm"
"3309","Rwanda: Order of the Revolution","Ordre National de la Revolution","Unknown","https://medals.org.uk/rwanda/rwanda001.htm"
"3310","Rwanda:
Order of Peace","Ordre
National de la Paix"," ","https://medals.org.uk/rwanda/rwanda002.htm"
"3311","Rwanda:
National Order","Ordre
National du Rwanda"," ","https://medals.org.uk/rwanda/rwanda003.htm"
"3312","Rwanda: Order of the Thousand Hills","Ordre National des Milles Collines","Unknown","https://medals.org.uk/rwanda/rwanda004.htm"
"3313","Rwanda: Order of the Grand Lakes","","Unknown","https://medals.org.uk/rwanda/rwanda005.htm"
"3314","St Christopher & Nevis: Order of the National Hero",NA,"1998","https://medals.org.uk/st-christopher/st-christopher001.htm"
"3315","St Christopher & Nevis: Star of Merit",NA,"1998","https://medals.org.uk/st-christopher/st-christopher002.htm"
"3316","St Christopher & Nevis: Medal of Honour",NA,"1998","https://medals.org.uk/st-christopher/st-christopher003.htm"
"3317","St Christopher & Nevis: Order of St Christopher and Nevis",NA,"2005","https://medals.org.uk/st-christopher/st-christopher004.htm"
"3318","St Christopher & Nevis: Independence Medal",NA,"Unknown","https://medals.org.uk/st-christopher/st-christopher005.htm"
"3319","Samoa: Grand Order of Samoa Special Class",NA,"199","https://medals.org.uk/samoa/samoa001.htm"
"3320","Samoa: Order of Samoa - Poloaiga Sili a Samoa",NA,"199","https://medals.org.uk/samoa/samoa002.htm"
"3321","Samoa: Order of Samoa",NA,"199","https://medals.org.uk/samoa/samoa003.htm"
"3322","Samoa: Order of Merit",NA,"199","https://medals.org.uk/samoa/samoa004.htm"
"3323","Samoa: Head of State's Service Order",NA,"199","https://medals.org.uk/samoa/samoa005.htm"
"3324","Samoa: Head of State's Service Medal",NA,"199","https://medals.org.uk/samoa/samoa006.htm"
"3325","Samoa: Malietoa Cross",NA,"199","https://medals.org.uk/samoa/samoa007.htm"
"3326","Samoa: Samoa Cross",NA,"199","https://medals.org.uk/samoa/samoa008.htm"
"3327","Samoa: Samoa Medal of Honour",NA,"199","https://medals.org.uk/samoa/samoa009.htm"
"3328","Samoa: Head of State's Medal for Valour",NA,"199","https://medals.org.uk/samoa/samoa010.htm"
"3329","San Marino: Order of San Marino","Ordine Equestre Civile e Militaire di San Marino","13 August 185","https://medals.org.uk/san-marino/san-marino001.htm"
"3330","San Marino: Order of St Agatha","Ordine Equestre di Saint' Agata","5 June 192","https://medals.org.uk/san-marino/san-marino002.htm"
"3331",NA,NA,NA,NA
"3332","Kingdom of Saudi Arabia: Great Badr Chain",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia001.htm"
"3333","Kingdom of Saudi Arabia: King Faisal ibn Abdulaziz Cordon",NA,"1976 by King Fahad bin Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia002.htm"
"3334","Kingdom of Saudi Arabia: King Abdulaziz Order of Merit",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia003.htm"
"3335","Kingdom of Saudi Arabia: King Faisal Star",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia004.htm"
"3336","Kingdom of Saudi Arabia: Order of King Faisal bin Abdulaziz",NA,"1976 by King Fahad bin Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia005.htm"
"3337","Kingdom of Saudi Arabia: King Abdulaziz al-Saud Decoration",NA,"1955 by King Saud ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia006.htm"
"3338","Kingdom of Saudi Arabia: King Saud Star",NA,"1955 by King Saud ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia007.htm"
"3339","Kingdom of Saudi Arabia: National Military Decoration",NA,"1955 by King Saud ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia008.htm"
"3340","Kingdom of Saudi Arabia: Efficiency Medal",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia009.htm"
"3341","Kingdom of Saudi Arabia: Military Medal of Merit",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia010.htm"
"3342","Kingdom of Saudi Arabia: Medal of Merit",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia011.htm"
"3343","Kingdom of Saudi Arabia: Military Appreciation Medal",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia012.htm"
"3344","Kingdom of Saudi Arabia: Appreciation Medal",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia013.htm"
"3345","Kingdom of Saudi Arabia: Duty Medal",NA,"Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia014.htm"
"3346","Kingdom of Saudi Arabia: Air Falcon Medal",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia015.htm"
"3347","Kingdom of Saudi Arabia: Naval Forces Medal",NA,"20 March 1971 by King Faisal ibn Abdulaziz","https://medals.org.uk/saudi-arabia/saudi-arabia016.htm"
"3348","Kingdom of Saudi Arabia: Leadership Medal","Nuth Al-Qiladat","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia017.htm"
"3349","Kingdom of Saudi Arabia: Bravery Medal","Nuth Al-Shaja'at","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia018.htm"
"3350","Kingdom of Saudi Arabia: Combat Medal","Nuth Al-Ma'rkat","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia019.htm"
"3351","Kingdom of Saudi Arabia: Medal of Honour","Nuth Al-Sharif","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia020.htm"
"3352","Kingdom of Saudi Arabia: Military Management Medal","Nuth Al-Ladarah Al-'Asakariah","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia021.htm"
"3353","Kingdom of Saudi Arabia: Security Medal","Nuth Al-Amin","Unknown","https://medals.org.uk/saudi-arabia/saudi-arabia022.htm"
